L Amine Pressure (bar),L Amine Flow (t/d),L Amine Temp (°C),Heat Duty (GJ/h),CMDEA (wt.%),CPZ (wt.%),,,SG CO2 (ppm),RAL (),LAL (),SG MDEA Flow (t/d),SG PZ Flow (t/d),SG CO2 Flow (t/d),RA C5 Flow (t/d),RA HCO3 Flow (t/d)
60,3500,40,50.4,49.5,0.5,,,1245.962569,0.4711836136,0.00190030505,0.00001870004168,0.000002270121554,31.0512277,0.04017852163,283.3667057
63.75,3500,40,50.4,49.5,0.5,,,1245.939127,0.4711844581,0.00190030505,0.00001857658623,0.000002251327437,31.05064299,0.04017869599,283.3626004
67.5,3500,40,50.4,49.5,0.5,,,1245.509364,0.4712009304,0.00190030505,0.00001845996011,0.000002233115586,31.03991966,0.04017695125,283.3669702
71.25,3500,40,50.4,49.5,0.5,,,1245.035596,0.4712190952,0.00190030505,0.00001834623774,0.000002215387641,31.02809834,0.04017496313,283.3723366
75,3500,40,50.4,49.5,0.5,,,1244.558073,0.4712374042,0.00190030505,0.00001823491168,0.000002198012752,31.01618332,0.04017295526,283.377783
60,3700,40,50.4,49.5,0.5,,,1101.147825,0.4511563266,0.001971543461,0.00001970758523,0.000002763124942,27.43766632,0.04476650758,288.5962321
63.75,3700,40,50.4,49.5,0.5,,,1100.896844,0.4511653966,0.001971543461,0.00001958530959,0.000002741450302,27.4314059,0.0447655481,288.5975489
67.5,3700,40,50.4,49.5,0.5,,,1100.419902,0.4511826853,0.001971543461,0.00001946851384,0.000002720019755,27.419509,0.04476361249,288.6030304
71.25,3700,40,50.4,49.5,0.5,,,1099.923297,0.451200689,0.001971543461,0.00001935446243,0.000002699081962,27.40712163,0.04476155097,288.6089238
75,3700,40,50.4,49.5,0.5,,,1099.425946,0.4512187197,0.001971543461,0.00001924284253,0.000002678555501,27.39471567,0.04475948472,288.6148246
60,3900,40,50.4,49.5,0.5,,,971.1263378,0.4326788475,0.002043090498,0.00002086838046,0.000003366563317,24.19420679,0.04953144747,293.705157
63.75,3900,40,50.4,49.5,0.5,,,970.8203292,0.4326893441,0.002043090498,0.00002074502328,0.000003340553146,24.18657583,0.04953046417,293.7077555
67.5,3900,40,50.4,49.5,0.5,,,970.3183682,0.4327066006,0.002043090498,0.00002062706614,0.000003315212374,24.17405834,0.04952846521,293.7139419
71.25,3900,40,50.4,49.5,0.5,,,969.8073202,0.4327241703,0.002043090498,0.00002051183771,0.000003290427008,24.16131425,0.04952640558,293.7203149
75,3900,40,50.4,49.5,0.5,,,969.2966494,0.4327417269,0.002043090498,0.00002039912063,0.000003266131125,24.14857957,0.0495243479,293.7266699
60,4100,40,50.4,49.5,0.5,,,853.7359992,0.4155952248,0.002114412406,0.00002219405521,0.000004110629658,21.26663602,0.05444014116,298.6327405
63.75,4100,40,50.4,49.5,0.5,,,853.4585594,0.4156042657,0.002114412406,0.00002206718604,0.000004079210144,21.25971924,0.05443949991,298.6349638
67.5,4100,40,50.4,49.5,0.5,,,852.950106,0.4156208855,0.002114412406,0.00002194703414,0.000004049068373,21.24704305,0.05443758121,298.641548
71.25,4100,40,50.4,49.5,0.5,,,852.4323405,0.4156378105,0.002114412406,0.00002182977335,0.000004019614699,21.23413472,0.05443560006,298.6483326
75,4100,40,50.4,49.5,0.5,,,851.915264,0.4156547128,0.002114412406,0.00002171514625,0.000003990753907,21.22124357,0.05443362286,298.655094
60,4300,40,50.4,49.5,0.5,,,747.5032954,0.3997574475,0.002185634666,0.00002369777833,0.000005033275421,18.6179854,0.05946216801,303.3427424
63.75,4300,40,50.4,49.5,0.5,,,747.2473967,0.3997653889,0.002185634666,0.00002356631968,0.000004995142564,18.61160712,0.05946188239,303.3447692
67.5,4300,40,50.4,49.5,0.5,,,746.7386683,0.3997812373,0.002185634666,0.000023443014,0.000004959119699,18.59892701,0.05946011092,303.3516883
71.25,4300,40,50.4,49.5,0.5,,,746.221334,0.3997973546,0.002185634666,0.00002332278362,0.000004923946208,18.58603241,0.05945828069,303.3588007
75,4300,40,50.4,49.5,0.5,,,745.7047936,0.3998134468,0.002185634666,0.00002320533955,0.000004889494222,18.57315761,0.05945645662,303.3658891
60,3500,45,50.4,49.5,0.5,,,1229.539191,0.4718120448,0.001899118674,0.00001572519715,0.000001796333429,30.64144027,0.04010896237,283.5473056
63.75,3500,45,50.4,49.5,0.5,,,1229.762665,0.4718033871,0.001899118674,0.00001565764408,0.000001785111949,30.64701637,0.0401106213,283.5371812
67.5,3500,45,50.4,49.5,0.5,,,1229.369958,0.4718184284,0.001899118674,0.00001559778533,0.000001775079662,30.63721788,0.0401090276,283.5402521
71.25,3500,45,50.4,49.5,0.5,,,1228.921375,0.4718356185,0.001899118674,0.00001553960344,0.000001765359079,30.62602525,0.0401071348,283.5446149
75,3500,45,50.4,49.5,0.5,,,1228.467847,0.4718529985,0.001899118674,0.00001548255732,0.000001755811369,30.61470922,0.04010521627,283.5490876
60,3700,45,50.4,49.5,0.5,,,1084.399526,0.4517636896,0.001971856175,0.00001674266039,0.000002203647932,27.01989999,0.04469704674,288.785378
63.75,3700,45,50.4,49.5,0.5,,,1084.167552,0.4517720619,0.001971856175,0.00001668051484,0.000002191932503,27.0141138,0.04469618707,288.7858622
67.5,3700,45,50.4,49.5,0.5,,,1083.716807,0.4517883911,0.001971856175,0.00001662218474,0.000002180319122,27.00287068,0.04469436827,288.7903409
71.25,3700,45,50.4,49.5,0.5,,,1083.248973,0.4518053417,0.001971856175,0.00001656520518,0.000002168953795,26.9912013,0.0446924382,288.7951745
75,3700,45,50.4,49.5,0.5,,,1082.780914,0.4518223003,0.001971856175,0.00001650934813,0.000002157779389,26.9795263,0.04469050587,288.8000033
60,3900,45,50.4,49.5,0.5,,,954.0055518,0.4332676515,0.002043442345,0.00001789859597,0.000002706596564,23.76726814,0.04946304971,293.9083606
63.75,3900,45,50.4,49.5,0.5,,,953.7257524,0.433277237,0.002043442345,0.00001783755701,0.000002692614691,23.76029093,0.04946221009,293.9099819
67.5,3900,45,50.4,49.5,0.5,,,953.2572425,0.4332933323,0.002043442345,0.00001778022459,0.000002679034274,23.74860795,0.04946038884,293.9150268
71.25,3900,45,50.4,49.5,0.5,,,952.7813285,0.4333096828,0.002043442345,0.0000177241906,0.000002665722006,23.73674034,0.049458517,293.9202208
75,3900,45,50.4,49.5,0.5,,,952.3062204,0.4333260053,0.002043442345,0.00001766931053,0.000002652634394,23.72489284,0.04945664921,293.9253869
60,4100,45,50.4,49.5,0.5,,,836.4885335,0.4161592431,0.002114811348,0.0000192010901,0.000003329660379,20.83664748,0.05437539461,298.8481871
63.75,4100,45,50.4,49.5,0.5,,,836.237889,0.4161673975,0.002114811348,0.00001913962837,0.000003312859312,20.83039887,0.05437493995,298.8494575
67.5,4100,45,50.4,49.5,0.5,,,835.770029,0.4161826779,0.002114811348,0.00001908292855,0.00000329688737,20.81873506,0.05437326736,298.8547673
71.25,4100,45,50.4,49.5,0.5,,,835.2942124,0.4161982191,0.002114811348,0.00001902761743,0.000003281253076,20.80687289,0.05437153874,298.8602445
75,4100,45,50.4,49.5,0.5,,,834.8194872,0.4162137242,0.002114811348,0.00001897351132,0.000003265888175,20.79503795,0.05436981711,298.8656891
60,4300,45,50.4,49.5,0.5,,,730.3559803,0.4002919316,0.002186095306,0.00002066197442,0.000004105281352,18.1905927,0.05940330707,303.5680237
63.75,4300,45,50.4,49.5,0.5,,,730.1576782,0.4002980638,0.002186095306,0.00002059910941,0.000004084701602,18.18565013,0.0594036691,303.5684005
67.5,4300,45,50.4,49.5,0.5,,,729.6977312,0.4003123786,0.002186095306,0.00002054277726,0.000004065842186,18.17418624,0.0594022208,303.5738778
71.25,4300,45,50.4,49.5,0.5,,,729.2297646,0.4003269439,0.002186095306,0.00002048793659,0.000004047408479,18.16252248,0.05940071788,303.5795383
75,4300,45,50.4,49.5,0.5,,,728.7629626,0.4003414726,0.002186095306,0.00002043436876,0.000004029301529,18.15088776,0.05939922299,303.5851665
60,3500,50,50.4,49.5,0.5,,,1214.297421,0.4723962397,0.00189938391,0.00001416926431,0.000001526395441,30.26114564,0.04004426238,283.6860155
63.75,3500,50,50.4,49.5,0.5,,,1214.529043,0.4723872615,0.00189938391,0.00001413088888,0.000001519446192,30.26692482,0.04004592434,283.6752108
67.5,3500,50,50.4,49.5,0.5,,,1214.166535,0.4724011337,0.00189938391,0.00001409917189,0.000001513508518,30.25788009,0.04004443892,283.6771529
71.25,3500,50,50.4,49.5,0.5,,,1213.751573,0.472417023,0.00189938391,0.00001406856171,0.000001507784042,30.2475266,0.04004267308,283.6803107
75,3500,50,50.4,49.5,0.5,,,1213.332256,0.4724330797,0.00189938391,0.00001403858556,0.000001502158253,30.23706445,0.04004088421,283.6835644
60,3700,50,50.4,49.5,0.5,,,1068.757084,0.452330545,0.001972148356,0.00001524004033,0.000001889149781,26.62972873,0.04463264327,288.9343889
63.75,3700,50,50.4,49.5,0.5,,,1068.54982,0.4523380104,0.001972148356,0.00001520758521,0.00000188233896,26.62455903,0.04463190471,288.9339046
67.5,3700,50,50.4,49.5,0.5,,,1068.135973,0.4523529893,0.001972148356,0.00001517819637,0.000001875589155,26.61423655,0.04463024819,288.9371313
71.25,3700,50,50.4,49.5,0.5,,,1067.708366,0.4523684685,0.001972148356,0.00001514959515,0.000001868985238,26.60357084,0.04462849934,288.9406385
75,3700,50,50.4,49.5,0.5,,,1067.281157,0.4523839329,0.001972148356,0.0000151216051,0.000001862485672,26.59291512,0.04462675125,288.9441262
60,3900,50,50.4,49.5,0.5,,,938.2184,0.4338101354,0.002043766314,0.00001644588433,0.00000233984676,23.37359747,0.0494017671,294.0672198
63.75,3900,50,50.4,49.5,0.5,,,938.0459861,0.4338160075,0.002043766314,0.0000164143376,0.000002331691605,23.36929818,0.04940157477,294.0662391
67.5,3900,50,50.4,49.5,0.5,,,937.6317747,0.4338302208,0.002043766314,0.00001638689777,0.000002323874931,23.3589695,0.04940004886,294.0696755
71.25,3900,50,50.4,49.5,0.5,,,937.2040136,0.4338449012,0.002043766314,0.00001636030586,0.000002316243797,23.34830296,0.04939842723,294.0733919
75,3900,50,50.4,49.5,0.5,,,936.7769205,0.4338595583,0.002043766314,0.00001633434983,0.000002308737709,23.33765308,0.04939680846,294.0770844
60,4100,50,50.4,49.5,0.5,,,820.7844391,0.4166722893,0.002115173527,0.00001779592405,0.000002901334885,20.44514749,0.05431970287,299.0155456
63.75,4100,50,50.4,49.5,0.5,,,820.6024298,0.4166781826,0.002115173527,0.00001776614876,0.000002891456152,20.44061007,0.05431991541,299.014894
67.5,4100,50,50.4,49.5,0.5,,,820.1881173,0.4166916969,0.002115173527,0.00001774082167,0.0000028824295,20.4302815,0.05431855039,299.0186294
71.25,4100,50,50.4,49.5,0.5,,,819.7674752,0.4167054185,0.002115173527,0.00001771629546,0.000002873600768,20.41979514,0.05431714224,299.0224997
75,4100,50,50.4,49.5,0.5,,,819.3482766,0.4167190925,0.002115173527,0.00001769242673,0.000002864918727,20.40934477,0.05431574239,299.0263295
60,4300,50,50.4,49.5,0.5,,,715.0735119,0.4007677284,0.002186505586,0.00001929912391,0.000003602522403,17.80969195,0.05935704539,303.7387865
63.75,4300,50,50.4,49.5,0.5,,,714.9171965,0.4007725376,0.002186505586,0.00001927033516,0.000003590628216,17.80579596,0.05935771319,303.7378749
67.5,4300,50,50.4,49.5,0.5,,,714.5175434,0.4007849569,0.002186505586,0.00001924704435,0.000003580125649,17.79583514,0.05935664896,303.7416588
71.25,4300,50,50.4,49.5,0.5,,,714.1125288,0.4007975436,0.002186505586,0.00001922460127,0.000003569865613,17.7857407,0.05935554776,303.7455627
75,4300,50,50.4,49.5,0.5,,,713.7091861,0.4008100777,0.002186505586,0.00001920284996,0.000003559781542,17.77568794,0.05935445728,303.7494221
60,3500,55,50.4,49.5,0.5,,,1200.343372,0.4729305913,0.001899626798,0.00001336412766,0.000001365293413,29.91298987,0.03998446707,283.7790591
63.75,3500,55,50.4,49.5,0.5,,,1200.584726,0.4729212301,0.001899626798,0.0000133424554,0.000001360809903,29.91901169,0.03998612139,283.76752
67.5,3500,55,50.4,49.5,0.5,,,1200.262913,0.4729335283,0.001899626798,0.00001332680854,0.000001357228624,29.91098252,0.03998478559,283.768085
71.25,3500,55,50.4,49.5,0.5,,,1199.892532,0.4729476941,0.001899626798,0.00001331198738,0.000001353809018,29.90174158,0.03998319049,283.7697775
75,3500,55,50.4,49.5,0.5,,,1199.518411,0.4729620035,0.001899626798,0.00001329756705,0.000001350453474,29.89240734,0.03998157515,283.7715511
60,3700,55,50.4,49.5,0.5,,,1054.639634,0.4528415861,0.001972412264,0.00001451178964,0.000001704421436,26.27760515,0.04457513009,289.0334631
63.75,3700,55,50.4,49.5,0.5,,,1054.466153,0.4528478131,0.001972412264,0.0000144963383,0.0000017004176,26.27327818,0.0445745498,289.0317883
67.5,3700,55,50.4,49.5,0.5,,,1054.101128,0.4528610067,0.001972412264,0.00001448354831,0.000001696470248,26.26417369,0.04457310736,289.0334888
71.25,3700,55,50.4,49.5,0.5,,,1053.725797,0.4528745748,0.001972412264,0.00001447127002,0.000001692617815,26.25481215,0.04457159269,289.0353923
75,3700,55,50.4,49.5,0.5,,,1053.351483,0.4528881056,0.001972412264,0.00001445936536,0.000001688829899,26.24547599,0.04457008176,289.0372619
60,3900,55,50.4,49.5,0.5,,,924.1781713,0.4342919755,0.002044053613,0.000015798647,0.000002128248227,23.02349802,0.04934927315,294.1722685
63.75,3900,55,50.4,49.5,0.5,,,924.0101881,0.4342976844,0.002044053613,0.00001578553285,0.000002123403608,23.01930931,0.04934929743,294.1705858
67.5,3900,55,50.4,49.5,0.5,,,923.6473335,0.4343101156,0.002044053613,0.00001577545017,0.000002118956247,23.01026149,0.04934801571,294.1724642
71.25,3900,55,50.4,49.5,0.5,,,923.2796352,0.4343227137,0.002044053613,0.00001576584985,0.000002114612154,23.0010929,0.04934669954,294.1744368
75,3900,55,50.4,49.5,0.5,,,922.9135531,0.4343352556,0.002044053613,0.00001575663494,0.000002110344065,22.99196462,0.04934539136,294.1763634
60,4100,55,50.4,49.5,0.5,,,807.1719638,0.4171163057,0.002115487872,0.00001723233118,0.000002658113937,20.10580041,0.05427642081,299.1223478
63.75,4100,55,50.4,49.5,0.5,,,807.0364658,0.417120662,0.002115487872,0.0000172211574,0.000002652350455,20.10242257,0.05427691348,299.1202727
67.5,4100,55,50.4,49.5,0.5,,,806.6887607,0.4171319801,0.002115487872,0.00001721389183,0.000002647314084,20.0937547,0.05427592571,299.1221496
71.25,4100,55,50.4,49.5,0.5,,,806.3367872,0.4171434379,0.002115487872,0.00001720714043,0.000002642406003,20.08498043,0.0542749073,299.1241126
75,4100,55,50.4,49.5,0.5,,,805.9866857,0.4171548339,0.002115487872,0.00001720079257,0.000002637588805,20.07625284,0.05427389937,299.126025
60,4300,55,50.4,49.5,0.5,,,702.1266945,0.401170037,0.002186852498,0.00001882259182,0.000003321859817,17.48701353,0.05932574105,303.8444108
63.75,4300,55,50.4,49.5,0.5,,,702.0231945,0.4011731827,0.002186852498,0.00001881341606,0.000003314929844,17.48443396,0.05932676327,303.8419612
67.5,4300,55,50.4,49.5,0.5,,,701.6984533,0.4011832477,0.002186852498,0.00001880910641,0.00000330918999,17.47634041,0.05932616597,303.8437264
71.25,4300,55,50.4,49.5,0.5,,,701.3702146,0.4011934217,0.002186852498,0.00001880534226,0.000003303607811,17.4681597,0.05932554314,303.8455655
75,4300,55,50.4,49.5,0.5,,,701.0440905,0.4012035292,0.002186852498,0.00001880200182,0.000003298134073,17.4600317,0.05932493345,303.8473498
60,3500,60,50.4,49.5,0.5,,,1188.069753,0.4733999424,0.00189983985,0.00001301012842,0.000001270246798,29.60676873,0.03993114742,283.816997
63.75,3500,60,50.4,49.5,0.5,,,1188.319869,0.4733902341,0.00189983985,0.00001299915562,0.000001267373449,29.61300902,0.03993277426,283.8047373
67.5,3500,60,50.4,49.5,0.5,,,1188.048332,0.4734005885,0.00189983985,0.0000129937221,0.000001265318538,29.60623437,0.03993162591,283.8036985
71.25,3500,60,50.4,49.5,0.5,,,1187.732811,0.4734126342,0.00189983985,0.00001298895012,0.000001263393584,29.59836237,0.03993024284,283.803681
75,3500,60,50.4,49.5,0.5,,,1187.414205,0.4734247983,0.00189983985,0.00001298445613,0.000001261514553,29.59041341,0.03992884257,283.8037288
60,3700,60,50.4,49.5,0.5,,,1042.423979,0.4532830507,0.001972640589,0.00001425196694,0.000001598913591,25.97292465,0.04452584365,289.0738303
63.75,3700,60,50.4,49.5,0.5,,,1042.269083,0.4532885908,0.001972640589,0.00001424781918,0.000001596641279,25.96906127,0.04452565285,289.0710948
67.5,3700,60,50.4,49.5,0.5,,,1041.960384,0.4532997246,0.001972640589,0.00001424567759,0.000001594526642,25.96136186,0.04452444647,289.0710843
71.25,3700,60,50.4,49.5,0.5,,,1041.648514,0.4533109735,0.001972640589,0.0000142438446,0.000001592469169,25.95358335,0.04452321526,289.0711269
75,3700,60,50.4,49.5,0.5,,,1041.338411,0.4533221577,0.001972640589,0.00001424225792,0.000001590455247,25.94584895,0.04452199172,289.0711183
60,3900,60,50.4,49.5,0.5,,,912.4186685,0.4346946935,0.00204429511,0.00001563879063,0.00000201098416,22.73027672,0.04930873116,294.2113676
63.75,3900,60,50.4,49.5,0.5,,,912.3659306,0.4346964148,0.00204429511,0.00001563588553,0.000002008260935,22.72896168,0.0493094474,294.2068602
67.5,3900,60,50.4,49.5,0.5,,,912.0798948,0.4347061841,0.00204429511,0.00001563676264,0.000002005967171,22.72182951,0.04930856488,294.2066207
71.25,3900,60,50.4,49.5,0.5,,,911.7847658,0.4347162667,0.00204429511,0.00001563806056,0.000002003768919,22.71447061,0.04930761629,294.2065654
75,3900,60,50.4,49.5,0.5,,,911.4911694,0.4347262961,0.00204429511,0.00001563962256,0.000002001625145,22.70714992,0.04930667493,294.2064665
60,4100,60,50.4,49.5,0.5,,,796.0902091,0.4174768163,0.002115743793,0.00001718003404,0.000002527758501,19.82954847,0.05424758407,299.1587315
63.75,4100,60,50.4,49.5,0.5,,,796.0730543,0.4174772773,0.002115743793,0.00001717946099,0.000002524521192,19.82912077,0.0542489849,299.1537825
67.5,4100,60,50.4,49.5,0.5,,,795.8100495,0.4174858039,0.002115743793,0.00001718366743,0.000002522053038,19.82256452,0.05424848227,299.1533967
71.25,4100,60,50.4,49.5,0.5,,,795.5390458,0.4174945925,0.002115743793,0.00001718832641,0.000002519705201,19.81580887,0.05424791879,299.1531762
75,4100,60,50.4,49.5,0.5,,,795.269874,0.4175033207,0.002115743793,0.00001719326181,0.000002517422674,19.80909889,0.05424736535,299.1529068
60,4300,60,50.4,49.5,0.5,,,691.998279,0.401483682,0.002187123718,0.00001888334203,0.000003175608846,17.23458471,0.05931212173,303.8740723
63.75,4300,60,50.4,49.5,0.5,,,691.957282,0.4014848594,0.002187123718,0.00001888677472,0.000003171911583,17.23356291,0.05931354274,303.8698621
67.5,4300,60,50.4,49.5,0.5,,,691.7198228,0.4014921812,0.002187123718,0.00001889459437,0.000003169259458,17.22764481,0.05931348367,303.8693333
71.25,4300,60,50.4,49.5,0.5,,,691.4805132,0.4014995605,0.002187123718,0.00001890279125,0.000003166718239,17.2216806,0.05931340928,303.8688377
75,4300,60,50.4,49.5,0.5,,,691.2436803,0.401506862,0.002187123718,0.00001891127003,0.000003164251647,17.21577812,0.05931335009,303.8682786
60,3500,40,51.93,49.5,0.5,,,1245.104257,0.4711737006,0.001857385336,0.00001871367028,0.000002285433682,31.02981044,0.04017905047,283.3637209
63.75,3500,40,51.93,49.5,0.5,,,1245.293453,0.4711663668,0.001857385336,0.00001858751826,0.000002265304241,31.03453147,0.04018074071,283.3546203
67.5,3500,40,51.93,49.5,0.5,,,1244.947529,0.4711796145,0.001857385336,0.00001846974699,0.000002246991192,31.02590016,0.04017923232,283.3572564
71.25,3500,40,51.93,49.5,0.5,,,1244.484948,0.4711973489,0.001857385336,0.00001835588216,0.00000222912653,31.01435799,0.0401773057,283.3623724
75,3500,40,51.93,49.5,0.5,,,1244.009476,0.4712155791,0.001857385336,0.00001824451403,0.000002211643012,31.00249414,0.04017530723,283.3677738
60,3700,40,51.93,49.5,0.5,,,1100.502042,0.4511359465,0.001927680649,0.0000197196507,0.000002780071895,27.4215571,0.04476891787,288.5865037
63.75,3700,40,51.93,49.5,0.5,,,1100.252254,0.451144973,0.001927680649,0.00001959732501,0.000002758264134,27.41532646,0.04476796575,288.5877941
67.5,3700,40,51.93,49.5,0.5,,,1099.776455,0.4511622201,0.001927680649,0.00001948048945,0.000002736705495,27.40345809,0.04476603522,288.5932531
71.25,3700,40,51.93,49.5,0.5,,,1099.280977,0.4511801828,0.001927680649,0.00001936639898,0.000002715642463,27.39109886,0.04476397874,288.5991243
75,3700,40,51.93,49.5,0.5,,,1098.784747,0.4511981726,0.001927680649,0.00001925474041,0.000002694993095,27.37872088,0.04476191751,288.6050031
60,3900,40,51.93,49.5,0.5,,,970.3567438,0.4326589227,0.001996622902,0.0000208839803,0.000003387967792,24.17501458,0.04953398514,293.6951349
63.75,3900,40,51.93,49.5,0.5,,,970.0536556,0.4326693185,0.001996622902,0.00002076053554,0.000003361783821,24.16745646,0.0495330219,293.6976687
67.5,3900,40,51.93,49.5,0.5,,,969.5529796,0.4326865306,0.001996622902,0.00002064252672,0.000003336285916,24.15497103,0.04953102906,293.7038294
71.25,3900,40,51.93,49.5,0.5,,,969.0431155,0.4327040594,0.001996622902,0.00002052724886,0.000003311347329,24.14225648,0.04952897503,293.7101793
75,3900,40,51.93,49.5,0.5,,,968.5336167,0.4327215755,0.001996622902,0.00002041448301,0.000003286901127,24.12955105,0.04952692291,293.7165116
60,4100,40,51.93,49.5,0.5,,,852.8334651,0.4155754947,0.002065079951,0.00002221428706,0.000004138052686,21.24413438,0.05444280829,298.6221955
63.75,4100,40,51.93,49.5,0.5,,,852.5587217,0.4155844472,0.002065079951,0.00002208731312,0.000004106414171,21.23728483,0.05444218664,298.6243583
67.5,4100,40,51.93,49.5,0.5,,,852.0515761,0.415601024,0.002065079951,0.00002196709663,0.000004076077155,21.22464127,0.05444027441,298.6309164
71.25,4100,40,51.93,49.5,0.5,,,851.5350456,0.4156179084,0.002065079951,0.00002184977366,0.000004046433141,21.21176375,0.05443829939,298.637677
75,4100,40,51.93,49.5,0.5,,,851.019194,0.4156347705,0.002065079951,0.00002173508527,0.000004017385664,21.19890316,0.05443632827,298.6444146
60,4300,40,51.93,49.5,0.5,,,746.456133,0.3997376665,0.002133111873,0.00002372412206,0.000005068995571,18.59188411,0.05946496511,303.3314646
63.75,4300,40,51.93,49.5,0.5,,,746.2027342,0.3997455296,0.002133111873,0.00002359253709,0.000005030581914,18.58556815,0.0594646986,303.3334343
67.5,4300,40,51.93,49.5,0.5,,,745.6953461,0.399761336,0.002133111873,0.00002346915072,0.000004994312169,18.57292148,0.05946293398,303.3403265
71.25,4300,40,51.93,49.5,0.5,,,745.1793052,0.3997774128,0.002133111873,0.00002334884219,0.000004958897992,18.56005914,0.0594611104,303.3474137
75,4300,40,51.93,49.5,0.5,,,744.664056,0.3997934647,0.002133111873,0.00002323132104,0.0000049242099,18.54721655,0.0594592928,303.3544766
60,3500,45,51.93,49.5,0.5,,,1229.047147,0.4717895169,0.001857672202,0.00001573357508,0.000001807083227,30.62916259,0.04011139947,283.536862
63.75,3500,45,51.93,49.5,0.5,,,1229.265422,0.4717810591,0.001857672202,0.00001566606184,0.000001795813396,30.63460898,0.04011302893,283.5268596
67.5,3500,45,51.93,49.5,0.5,,,1228.873097,0.4717960856,0.001857672202,0.00001560618587,0.000001785721977,30.62482005,0.04011143639,283.5299252
71.25,3500,45,51.93,49.5,0.5,,,1228.425388,0.4718132421,0.001857672202,0.00001554798236,0.000001775942526,30.61364921,0.0401095472,283.534271
75,3500,45,51.93,49.5,0.5,,,1227.972787,0.4718305865,0.001857672202,0.00001549091434,0.000001766336747,30.60235632,0.04010763255,283.5387252
60,3700,45,51.93,49.5,0.5,,,1083.788352,0.4517420373,0.001927981358,0.00001675357462,0.0000022172034,27.00465461,0.04469960989,288.7749721
63.75,3700,45,51.93,49.5,0.5,,,1083.559133,0.4517503093,0.001927981358,0.00001669137275,0.000002205406787,26.99893714,0.04469876837,288.7753948
67.5,3700,45,51.93,49.5,0.5,,,1083.109532,0.4517665969,0.001927981358,0.00001663301348,0.000002193720511,26.98772258,0.04469695479,288.7798503
71.25,3700,45,51.93,49.5,0.5,,,1082.642697,0.4517835111,0.001927981358,0.00001657600697,0.000002182284271,26.97607812,0.04469502925,288.7846644
75,3700,45,51.93,49.5,0.5,,,1082.175614,0.4518004342,0.001927981358,0.00001652012354,0.000002171040118,26.9644275,0.04469310133,288.7894742
60,3900,45,51.93,49.5,0.5,,,953.2739839,0.4332463987,0.001996960008,0.00001791274719,0.000002723855617,23.74902483,0.04946577053,293.8975954
63.75,3900,45,51.93,49.5,0.5,,,952.9968953,0.4332558906,0.001996960008,0.00001785164287,0.000002709772991,23.74211523,0.04946494987,293.899156
67.5,3900,45,51.93,49.5,0.5,,,952.5295207,0.4332719467,0.001996960008,0.00001779427626,0.000002696104372,23.73046057,0.04946313408,293.9041784
71.25,3900,45,51.93,49.5,0.5,,,952.0546342,0.4332882617,0.001996960008,0.0000177382102,0.000002682706088,23.71861861,0.04946126717,293.9093526
75,3900,45,51.93,49.5,0.5,,,951.5805391,0.4333045492,0.001996960008,0.00001768329861,0.000002669533834,23.70679638,0.04945940423,293.9144992
60,4100,45,51.93,49.5,0.5,,,835.6256144,0.4161381941,0.002065461023,0.0000192195415,0.000003351952453,20.81513422,0.05437826257,298.8368669
63.75,4100,45,51.93,49.5,0.5,,,835.377444,0.4161462673,0.002065461023,0.00001915800478,0.000003335024953,20.80894731,0.05437782618,298.838081
67.5,4100,45,51.93,49.5,0.5,,,834.9107287,0.4161615101,0.002065461023,0.00001910126468,0.000003318944448,20.79731205,0.05437615933,298.8433681
71.25,4100,45,51.93,49.5,0.5,,,834.4359765,0.4161770163,0.002065461023,0.0000190459154,0.000003303204307,20.78547644,0.05437443606,298.8488248
75,4100,45,51.93,49.5,0.5,,,833.9623035,0.4161924868,0.002065461023,0.00001899177184,0.000003287735274,20.77366775,0.05437271975,298.8542493
60,4300,45,51.93,49.5,0.5,,,729.3507496,0.4002708156,0.002133550319,0.00002068612032,0.000004134537889,18.16553743,0.05940633241,303.555916
63.75,4300,45,51.93,49.5,0.5,,,729.1542259,0.4002768921,0.002133550319,0.00002062317966,0.000004113800394,18.16063919,0.05940670302,303.5562515
67.5,4300,45,51.93,49.5,0.5,,,728.695427,0.400291171,0.002133550319,0.00002056680034,0.000004094805329,18.14920395,0.05940526067,303.561706
71.25,4300,45,51.93,49.5,0.5,,,728.2285673,0.4003057016,0.002133550319,0.00002051191444,0.000004076239274,18.1375678,0.05940376355,303.5673452
75,4300,45,51.93,49.5,0.5,,,727.762863,0.400320196,0.002133550319,0.00002045830224,0.000004058002146,18.12596046,0.05940227443,303.5729522
60,3500,50,51.93,49.5,0.5,,,1213.834622,0.472372576,0.00185792768,0.00001417699752,0.000001535479036,30.24959803,0.04004682286,283.6749859
63.75,3500,50,51.93,49.5,0.5,,,1214.061266,0.4723637892,0.00185792768,0.00001413866293,0.000001528502444,30.25525301,0.04004845713,283.664299
67.5,3500,50,51.93,49.5,0.5,,,1213.698982,0.4723776527,0.00185792768,0.00001410693598,0.000001522528396,30.24621388,0.04004697228,283.6662391
71.25,3500,50,51.93,49.5,0.5,,,1213.28471,0.4723935155,0.00185792768,0.00001407631192,0.000001516767511,30.2358776,0.04004520933,283.6693837
